ProductID	ProductID_Copurchased
1	95
1	94
1	93
1	92
1	91
1	89
1	88
1	87
1	86
1	85
1	84
1	83
1	82
1	81
1	80
1	78
1	77
1	76
1	75
1	72
1	71
1	70
1	69
1	68
1	67
1	66
1	65
1	64
1	63
1	62
1	61
1	59
1	58
1	56
1	54
1	52
1	51
1	50
1	49
1	48
1	47
1	46
1	44
1	43
1	41
1	40
1	38
1	37
1	36
1	35
1	34
1	33
1	32
1	31
1	30
1	28
1	26
1	25
1	22
1	21
1	20
1	17
1	15
1	13
1	11
1	10
1	9
1	6
1	5
1	3
1	2
2	95
2	94
2	93
2	92
2	91
2	89
2	88
2	87
2	86
2	85
2	84
2	83
2	82
2	81
2	80
2	78
2	77
2	76
2	75
2	72
2	71
2	70
2	69
2	68
2	67
2	66
2	65
2	64
2	63
2	62
2	61
2	59
2	58
2	56
2	54
2	52
2	51
2	50
2	49
2	48
2	47
2	46
2	44
2	43
2	41
2	40
2	38
2	37
2	36
2	35
2	34
2	33
2	32
2	31
2	30
2	28
2	26
2	25
2	22
2	21
2	20
2	17
2	15
2	13
2	11
2	10
2	9
2	6
2	5
2	3
2	1
3	95
3	94
3	93
3	92
3	91
3	89
3	88
3	87
3	86
3	85
3	84
3	83
3	82
3	81
3	80
3	78
3	77
3	76
3	75
3	72
3	71
3	70
3	69
3	68
3	67
3	66
3	65
3	64
3	63
3	62
3	61
3	59
3	58
3	56
3	54
3	52
3	51
3	50
3	49
3	48
3	47
3	46
3	44
3	43
3	41
3	40
3	38
3	37
3	36
3	35
3	34
3	33
3	32
3	31
3	30
3	28
3	26
3	25
3	22
3	21
3	20
3	17
3	15
3	13
3	11
3	10
3	9
3	6
3	5
3	2
3	1
5	95
5	94
5	93
5	92
5	91
5	89
5	88
5	87
5	86
5	85
5	84
5	83
5	82
5	81
5	80
5	78
5	77
5	76
5	75
5	72
5	71
5	70
5	69
5	68
5	67
5	66
5	65
5	64
5	63
5	62
5	61
5	59
5	58
5	56
5	54
5	52
5	51
5	50
5	49
5	48
5	47
5	46
5	44
5	43
5	41
5	40
5	38
5	37
5	36
5	35
5	34
5	33
5	32
5	31
5	30
5	28
5	26
5	25
5	22
5	21
5	20
5	17
5	15
5	13
5	11
5	10
5	9
5	6
5	3
5	2
5	1
6	95
6	94
6	93
6	92
6	91
6	89
6	88
6	87
6	86
6	85
6	84
6	83
6	82
6	81
6	80
6	78
6	77
6	76
6	75
6	72
6	71
6	70
6	69
6	68
6	67
6	66
6	65
6	64
6	63
6	62
6	61
6	59
6	58
6	56
6	54
6	52
6	51
6	50
6	49
6	48
6	47
6	46
6	44
6	43
6	41
6	40
6	38
6	37
6	36
6	35
6	34
6	33
6	32
6	31
6	30
6	28
6	26
6	25
6	22
6	21
6	20
6	17
6	15
6	13
6	11
6	10
6	9
6	5
6	3
6	2
6	1
9	95
9	94
9	93
9	92
9	91
9	89
9	88
9	87
9	86
9	85
9	84
9	83
9	82
9	81
9	80
9	78
9	77
9	76
9	75
9	72
9	71
9	70
9	69
9	68
9	67
9	66
9	65
9	64
9	63
9	62
9	61
9	59
9	58
9	56
9	54
9	52
9	51
9	50
9	49
9	48
9	47
9	46
9	44
9	43
9	41
9	40
9	38
9	37
9	36
9	35
9	34
9	33
9	32
9	31
9	30
9	28
9	26
9	25
9	22
9	21
9	20
9	17
9	15
9	13
9	11
9	10
9	6
9	5
9	3
9	2
9	1
10	95
10	94
10	93
10	92
10	91
10	89
10	88
10	87
10	86
10	85
10	84
10	83
10	82
10	81
10	80
10	78
10	77
10	76
10	75
10	72
10	71
10	70
10	69
10	68
10	67
10	66
10	65
10	64
10	63
10	62
10	61
10	59
10	58
10	56
10	54
10	52
10	51
10	50
10	49
10	48
10	47
10	46
10	44
10	43
10	41
10	40
10	38
10	37
10	36
10	35
10	34
10	33
10	32
10	31
10	30
10	28
10	26
10	25
10	22
10	21
10	20
10	17
10	15
10	13
10	11
10	9
10	6
10	5
10	3
10	2
10	1
11	95
11	94
11	93
11	92
11	91
11	89
11	88
11	87
11	86
11	85
11	84
11	83
11	82
11	81
11	80
11	78
11	77
11	76
11	75
11	72
11	71
11	70
11	69
11	68
11	67
11	66
11	65
11	64
11	63
11	62
11	61
11	59
11	58
11	56
11	54
11	52
11	51
11	50
11	49
11	48
11	47
11	46
11	44
11	43
11	41
11	40
11	38
11	37
11	36
11	35
11	34
11	33
11	32
11	31
11	30
11	28
11	26
11	25
11	22
11	21
11	20
11	17
11	15
11	13
11	10
11	9
11	6
11	5
11	3
11	2
11	1
13	95
13	94
13	93
13	92
13	91
13	89
13	88
13	87
13	86
13	85
13	84
13	83
13	82
13	81
13	80
13	78
13	77
13	76
13	75
13	72
13	71
13	70
13	69
13	68
13	67
13	66
13	65
13	64
13	63
13	62
13	61
13	59
13	58
13	56
13	54
13	52
13	51
13	50
13	49
13	48
13	47
13	46
13	44
13	43
13	41
13	40
13	38
13	37
13	36
13	35
13	34
13	33
13	32
13	31
13	30
13	28
13	26
13	25
13	22
13	21
13	20
13	17
13	15
13	11
13	10
13	9
13	6
13	5
13	3
13	2
13	1
15	95
15	94
15	93
15	92
15	91
15	89
15	88
15	87
15	86
15	85
15	84
15	83
15	82
15	81
15	80
15	78
15	77
15	76
15	75
15	72
15	71
15	70
15	69
15	68
15	67
15	66
15	65
15	64
15	63
15	62
15	61
15	59
15	58
15	56
15	54
15	52
15	51
15	50
15	49
15	48
15	47
15	46
15	44
15	43
15	41
15	40
15	38
15	37
15	36
15	35
15	34
15	33
15	32
15	31
15	30
15	28
15	26
15	25
15	22
15	21
15	20
15	17
15	13
15	11
15	10
15	9
15	6
15	5
15	3
15	2
15	1
17	95
17	94
17	93
17	92
17	91
17	89
17	88
17	87
17	86
17	85
17	84
17	83
17	82
17	81
17	80
17	78
17	77
17	76
17	75
17	72
17	71
17	70
17	69
17	68
17	67
17	66
17	65
17	64
17	63
17	62
17	61
17	59
17	58
17	56
17	54
17	52
17	51
17	50
17	49
17	48
17	47
17	46
17	44
17	43
17	41
17	40
17	38
17	37
17	36
17	35
17	34
17	33
17	32
17	31
17	30
17	28
17	26
17	25
17	22
17	21
17	20
17	15
17	13
17	11
17	10
17	9
17	6
17	5
17	3
17	2
17	1
20	95
20	94
20	93
20	92
20	91
20	89
20	88
20	87
20	86
20	85
20	84
20	83
20	82
20	81
20	80
20	78
20	77
20	76
20	75
20	72
20	71
20	70
20	69
20	68
20	67
20	66
20	65
20	64
20	63
20	62
20	61
20	59
20	58
20	56
20	54
20	52
20	51
20	50
20	49
20	48
20	47
20	46
20	44
20	43
20	41
20	40
20	38
20	37
